final_eval_af_accuracy,final_eval_ar_accuracy,final_eval_bg_accuracy,final_eval_de_accuracy,final_eval_el_accuracy,final_eval_es_accuracy,final_eval_et_accuracy,final_eval_eu_accuracy,final_eval_fa_accuracy,final_eval_fi_accuracy,final_eval_fr_accuracy,final_eval_he_accuracy,final_eval_hi_accuracy,final_eval_hu_accuracy,final_eval_id_accuracy,final_eval_it_accuracy,final_eval_ja_accuracy,final_eval_kk_accuracy,final_eval_ko_accuracy,final_eval_lt_accuracy,final_eval_mr_accuracy,final_eval_nl_accuracy,final_eval_pl_accuracy,final_eval_pt_accuracy,final_eval_ro_accuracy,final_eval_ru_accuracy,final_eval_ta_accuracy,final_eval_te_accuracy,final_eval_th_accuracy,final_eval_tl_accuracy,final_eval_tr_accuracy,final_eval_uk_accuracy,final_eval_ur_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_bam_accuracy,final_eval_ewe_accuracy,final_eval_fon_accuracy,final_eval_hau_accuracy,final_eval_ibo_accuracy,final_eval_kin_accuracy,final_eval_lug_accuracy,final_eval_luo_accuracy,final_eval_mos_accuracy,final_eval_nya_accuracy,final_eval_sna_accuracy,final_eval_swa_accuracy,final_eval_tsn_accuracy,final_eval_twi_accuracy,final_eval_wol_accuracy,final_eval_xho_accuracy,final_eval_yor_accuracy,final_eval_zul_accuracy,final_eval_same_accuracy,final_eval_avg_performance,exp,task,seeds,list_final_avg,p_val_xt_afri,p_val_xt_only,p_val_afri_only
87.79 \scriptsize $\pm$ 0.52,65.60 \scriptsize $\pm$ 1.03,88.41 \scriptsize $\pm$ 0.27,88.24 \scriptsize $\pm$ 0.33,85.79 \scriptsize $\pm$ 0.91,88.21 \scriptsize $\pm$ 0.57,83.02 \scriptsize $\pm$ 0.36,72.51 \scriptsize $\pm$ 0.28,74.44 \scriptsize $\pm$ 0.83,82.07 \scriptsize $\pm$ 0.31,85.45 \scriptsize $\pm$ 0.28,80.41 \scriptsize $\pm$ 1.03,70.50 \scriptsize $\pm$ 1.90,82.40 \scriptsize $\pm$ 0.27,85.29 \scriptsize $\pm$ 0.41,89.68 \scriptsize $\pm$ 0.44,51.01 \scriptsize $\pm$ 1.00,78.96 \scriptsize $\pm$ 0.56,63.20 \scriptsize $\pm$ 0.33,81.02 \scriptsize $\pm$ 0.10,76.10 \scriptsize $\pm$ 2.48,89.84 \scriptsize $\pm$ 0.20,84.14 \scriptsize $\pm$ 0.32,89.33 \scriptsize $\pm$ 0.32,80.94 \scriptsize $\pm$ 0.65,89.10 \scriptsize $\pm$ 0.08,73.51 \scriptsize $\pm$ 0.24,79.68 \scriptsize $\pm$ 0.46,51.24 \scriptsize $\pm$ 1.87,66.77 \scriptsize $\pm$ 1.12,76.17 \scriptsize $\pm$ 0.37,85.50 \scriptsize $\pm$ 0.55,65.44 \scriptsize $\pm$ 1.25,61.50 \scriptsize $\pm$ 0.46,69.67 \scriptsize $\pm$ 0.78,48.28 \scriptsize $\pm$ 1.24,51.18 \scriptsize $\pm$ 2.12,33.95 \scriptsize $\pm$ 3.51,41.86 \scriptsize $\pm$ 0.42,48.04 \scriptsize $\pm$ 2.59,48.40 \scriptsize $\pm$ 0.92,53.08 \scriptsize $\pm$ 1.77,40.70 \scriptsize $\pm$ 1.10,43.65 \scriptsize $\pm$ 0.83,48.73 \scriptsize $\pm$ 0.85,47.83 \scriptsize $\pm$ 1.26,54.44 \scriptsize $\pm$ 0.96,40.85 \scriptsize $\pm$ 1.06,36.48 \scriptsize $\pm$ 1.45,45.54 \scriptsize $\pm$ 1.09,45.05 \scriptsize $\pm$ 0.67,38.96 \scriptsize $\pm$ 1.31,44.45 \scriptsize $\pm$ 1.22,95.98 \scriptsize $\pm$ 0.02,67.23 \scriptsize $\pm$ 0.20,most_same_script_41,xtreme_r.udpos,"[42, 66, 17, 23]","[67.47133823332932, 67.02038336483047, 67.3139084734196, 67.11043613715167]",0.10721899350126417,0.0032009172460110654,7.601939857341875e-05
85.79 \scriptsize $\pm$ 1.05,64.54 \scriptsize $\pm$ 1.39,88.40 \scriptsize $\pm$ 0.71,88.07 \scriptsize $\pm$ 0.20,84.51 \scriptsize $\pm$ 0.34,88.72 \scriptsize $\pm$ 0.42,79.04 \scriptsize $\pm$ 0.62,67.84 \scriptsize $\pm$ 0.69,73.43 \scriptsize $\pm$ 1.17,77.97 \scriptsize $\pm$ 0.45,84.74 \scriptsize $\pm$ 0.17,79.42 \scriptsize $\pm$ 1.11,69.97 \scriptsize $\pm$ 1.48,81.76 \scriptsize $\pm$ 0.45,84.18 \scriptsize $\pm$ 0.20,88.78 \scriptsize $\pm$ 0.23,49.66 \scriptsize $\pm$ 0.98,77.38 \scriptsize $\pm$ 0.54,62.82 \scriptsize $\pm$ 0.28,77.93 \scriptsize $\pm$ 0.48,74.63 \scriptsize $\pm$ 2.57,89.58 \scriptsize $\pm$ 0.28,83.83 \scriptsize $\pm$ 0.32,89.47 \scriptsize $\pm$ 0.05,78.60 \scriptsize $\pm$ 0.44,88.99 \scriptsize $\pm$ 0.31,72.70 \scriptsize $\pm$ 0.59,79.47 \scriptsize $\pm$ 2.09,47.48 \scriptsize $\pm$ 2.10,69.17 \scriptsize $\pm$ 0.79,74.35 \scriptsize $\pm$ 0.26,84.98 \scriptsize $\pm$ 0.55,64.96 \scriptsize $\pm$ 2.04,61.53 \scriptsize $\pm$ 0.86,69.35 \scriptsize $\pm$ 0.52,34.14 \scriptsize $\pm$ 1.57,40.53 \scriptsize $\pm$ 1.82,36.80 \scriptsize $\pm$ 1.81,35.64 \scriptsize $\pm$ 1.18,40.00 \scriptsize $\pm$ 2.99,36.66 \scriptsize $\pm$ 1.85,39.12 \scriptsize $\pm$ 1.72,33.44 \scriptsize $\pm$ 1.23,35.40 \scriptsize $\pm$ 1.68,40.50 \scriptsize $\pm$ 1.51,38.48 \scriptsize $\pm$ 1.67,50.22 \scriptsize $\pm$ 0.73,33.84 \scriptsize $\pm$ 1.60,28.65 \scriptsize $\pm$ 0.49,30.58 \scriptsize $\pm$ 0.39,46.25 \scriptsize $\pm$ 0.96,31.55 \scriptsize $\pm$ 1.92,40.15 \scriptsize $\pm$ 2.06,95.97 \scriptsize $\pm$ 0.06,63.92 \scriptsize $\pm$ 0.38,most_same_script_5,xtreme_r.udpos,"[42, 66, 17, 23]","[64.20722794361254, 63.54769731098053, 63.650848672080976, 64.29402671208344]",0.0005317661241468421,0.004482407102221367,0.003080461586959667
88.45 \scriptsize $\pm$ 0.47,64.61 \scriptsize $\pm$ 0.26,87.84 \scriptsize $\pm$ 0.48,88.21 \scriptsize $\pm$ 0.44,85.07 \scriptsize $\pm$ 1.08,88.42 \scriptsize $\pm$ 0.32,79.39 \scriptsize $\pm$ 0.80,69.26 \scriptsize $\pm$ 0.94,73.70 \scriptsize $\pm$ 0.56,78.87 \scriptsize $\pm$ 0.46,85.34 \scriptsize $\pm$ 0.21,79.78 \scriptsize $\pm$ 0.72,71.05 \scriptsize $\pm$ 0.50,82.01 \scriptsize $\pm$ 0.30,84.18 \scriptsize $\pm$ 0.50,89.13 \scriptsize $\pm$ 0.34,53.40 \scriptsize $\pm$ 1.03,79.15 \scriptsize $\pm$ 0.28,63.20 \scriptsize $\pm$ 0.06,78.01 \scriptsize $\pm$ 0.28,78.38 \scriptsize $\pm$ 1.74,89.93 \scriptsize $\pm$ 0.19,83.61 \scriptsize $\pm$ 0.27,89.29 \scriptsize $\pm$ 0.22,78.84 \scriptsize $\pm$ 0.49,88.51 \scriptsize $\pm$ 0.32,73.11 \scriptsize $\pm$ 0.94,80.96 \scriptsize $\pm$ 1.23,53.27 \scriptsize $\pm$ 1.00,59.74 \scriptsize $\pm$ 0.87,73.95 \scriptsize $\pm$ 0.47,84.95 \scriptsize $\pm$ 0.47,65.67 \scriptsize $\pm$ 1.92,62.19 \scriptsize $\pm$ 0.65,69.02 \scriptsize $\pm$ 0.23,37.27 \scriptsize $\pm$ 0.93,41.66 \scriptsize $\pm$ 2.86,35.78 \scriptsize $\pm$ 0.21,35.91 \scriptsize $\pm$ 0.85,36.67 \scriptsize $\pm$ 1.36,41.74 \scriptsize $\pm$ 1.10,45.36 \scriptsize $\pm$ 1.78,34.58 \scriptsize $\pm$ 0.56,36.60 \scriptsize $\pm$ 0.61,43.17 \scriptsize $\pm$ 1.93,49.51 \scriptsize $\pm$ 2.00,52.23 \scriptsize $\pm$ 1.70,37.11 \scriptsize $\pm$ 0.61,28.41 \scriptsize $\pm$ 1.70,31.02 \scriptsize $\pm$ 0.82,45.12 \scriptsize $\pm$ 0.91,33.14 \scriptsize $\pm$ 1.16,40.95 \scriptsize $\pm$ 0.75,95.98 \scriptsize $\pm$ 0.04,64.87 \scriptsize $\pm$ 0.27,most_uriel_en_10,xtreme_r.udpos,"[42, 66, 17, 23]","[65.09207027614912, 64.47889567080337, 64.87139496348506, 65.01779310412827]",0.0004691052331470772,0.39678394771646236,0.006775543844452709
88.30 \scriptsize $\pm$ 0.82,64.70 \scriptsize $\pm$ 0.35,88.20 \scriptsize $\pm$ 0.11,88.11 \scriptsize $\pm$ 0.37,84.84 \scriptsize $\pm$ 1.10,88.54 \scriptsize $\pm$ 0.24,80.41 \scriptsize $\pm$ 0.98,73.03 \scriptsize $\pm$ 0.49,73.37 \scriptsize $\pm$ 0.48,80.05 \scriptsize $\pm$ 0.48,85.70 \scriptsize $\pm$ 0.32,79.88 \scriptsize $\pm$ 0.63,71.15 \scriptsize $\pm$ 1.35,82.50 \scriptsize $\pm$ 0.34,84.69 \scriptsize $\pm$ 0.28,89.42 \scriptsize $\pm$ 0.23,51.64 \scriptsize $\pm$ 1.35,78.96 \scriptsize $\pm$ 0.75,62.75 \scriptsize $\pm$ 0.28,78.41 \scriptsize $\pm$ 0.75,75.81 \scriptsize $\pm$ 1.60,90.01 \scriptsize $\pm$ 0.15,84.38 \scriptsize $\pm$ 0.48,89.66 \scriptsize $\pm$ 0.24,80.13 \scriptsize $\pm$ 0.42,88.93 \scriptsize $\pm$ 0.33,71.93 \scriptsize $\pm$ 1.21,78.64 \scriptsize $\pm$ 1.34,53.02 \scriptsize $\pm$ 1.35,60.09 \scriptsize $\pm$ 0.84,74.75 \scriptsize $\pm$ 0.83,85.36 \scriptsize $\pm$ 0.37,65.23 \scriptsize $\pm$ 0.74,61.81 \scriptsize $\pm$ 0.72,69.27 \scriptsize $\pm$ 0.34,37.69 \scriptsize $\pm$ 2.36,43.11 \scriptsize $\pm$ 2.15,34.60 \scriptsize $\pm$ 1.62,36.64 \scriptsize $\pm$ 0.57,40.65 \scriptsize $\pm$ 2.64,44.66 \scriptsize $\pm$ 2.19,54.42 \scriptsize $\pm$ 2.28,35.60 \scriptsize $\pm$ 1.55,39.36 \scriptsize $\pm$ 1.15,42.83 \scriptsize $\pm$ 1.17,48.84 \scriptsize $\pm$ 1.39,52.26 \scriptsize $\pm$ 1.59,37.93 \scriptsize $\pm$ 1.13,38.39 \scriptsize $\pm$ 0.71,34.85 \scriptsize $\pm$ 0.94,43.98 \scriptsize $\pm$ 0.56,38.94 \scriptsize $\pm$ 0.94,41.36 \scriptsize $\pm$ 0.62,96.01 \scriptsize $\pm$ 0.02,65.66 \scriptsize $\pm$ 0.06,most_uriel_en_20,xtreme_r.udpos,"[42, 66, 17, 23]","[65.71207795041184, 65.66037820899594, 65.69802231236767, 65.57931601329464]",0.0037952514318305526,0.06845721458242637,0.14286382720704024
88.23 \scriptsize $\pm$ 0.71,65.05 \scriptsize $\pm$ 1.39,88.23 \scriptsize $\pm$ 0.18,88.21 \scriptsize $\pm$ 0.39,84.83 \scriptsize $\pm$ 1.21,88.49 \scriptsize $\pm$ 0.49,80.90 \scriptsize $\pm$ 0.58,72.97 \scriptsize $\pm$ 0.23,73.49 \scriptsize $\pm$ 0.76,81.14 \scriptsize $\pm$ 0.27,85.78 \scriptsize $\pm$ 0.41,79.81 \scriptsize $\pm$ 1.31,68.96 \scriptsize $\pm$ 2.12,82.34 \scriptsize $\pm$ 0.30,85.13 \scriptsize $\pm$ 0.34,89.69 \scriptsize $\pm$ 0.25,52.06 \scriptsize $\pm$ 0.36,79.60 \scriptsize $\pm$ 0.61,63.34 \scriptsize $\pm$ 0.49,79.17 \scriptsize $\pm$ 0.47,77.57 \scriptsize $\pm$ 2.67,89.84 \scriptsize $\pm$ 0.03,84.14 \scriptsize $\pm$ 0.32,89.65 \scriptsize $\pm$ 0.31,80.69 \scriptsize $\pm$ 0.89,88.93 \scriptsize $\pm$ 0.24,72.40 \scriptsize $\pm$ 0.68,80.86 \scriptsize $\pm$ 1.65,56.48 \scriptsize $\pm$ 1.37,67.61 \scriptsize $\pm$ 0.62,76.02 \scriptsize $\pm$ 0.31,85.32 \scriptsize $\pm$ 0.46,63.73 \scriptsize $\pm$ 3.17,62.52 \scriptsize $\pm$ 1.07,70.01 \scriptsize $\pm$ 0.88,34.97 \scriptsize $\pm$ 2.19,47.19 \scriptsize $\pm$ 1.80,30.80 \scriptsize $\pm$ 0.46,41.53 \scriptsize $\pm$ 1.35,47.26 \scriptsize $\pm$ 1.70,48.51 \scriptsize $\pm$ 1.08,54.46 \scriptsize $\pm$ 0.82,35.64 \scriptsize $\pm$ 1.28,38.04 \scriptsize $\pm$ 1.05,48.43 \scriptsize $\pm$ 2.31,47.12 \scriptsize $\pm$ 1.20,52.14 \scriptsize $\pm$ 0.78,35.97 \scriptsize $\pm$ 1.09,33.73 \scriptsize $\pm$ 0.91,33.71 \scriptsize $\pm$ 1.21,45.99 \scriptsize $\pm$ 1.95,37.22 \scriptsize $\pm$ 1.00,44.82 \scriptsize $\pm$ 1.59,96.03 \scriptsize $\pm$ 0.03,66.24 \scriptsize $\pm$ 0.07,most_uriel_en_40,xtreme_r.udpos,"[42, 66, 17, 23]","[66.25968162118293, 66.1382346105908, 66.24371534321025, 66.30253264782833]",0.00940132221463281,0.006825521068947164,0.018986453649496925
86.34 \scriptsize $\pm$ 0.75,65.08 \scriptsize $\pm$ 0.45,87.57 \scriptsize $\pm$ 0.31,88.16 \scriptsize $\pm$ 0.32,84.67 \scriptsize $\pm$ 0.69,88.67 \scriptsize $\pm$ 0.22,78.97 \scriptsize $\pm$ 0.48,68.02 \scriptsize $\pm$ 0.46,73.85 \scriptsize $\pm$ 0.29,78.69 \scriptsize $\pm$ 0.32,85.27 \scriptsize $\pm$ 0.46,79.98 \scriptsize $\pm$ 1.05,70.16 \scriptsize $\pm$ 0.98,81.70 \scriptsize $\pm$ 0.59,83.68 \scriptsize $\pm$ 0.14,88.71 \scriptsize $\pm$ 0.48,51.12 \scriptsize $\pm$ 0.87,79.34 \scriptsize $\pm$ 0.54,63.15 \scriptsize $\pm$ 0.19,77.64 \scriptsize $\pm$ 0.97,76.03 \scriptsize $\pm$ 2.02,89.72 \scriptsize $\pm$ 0.19,83.23 \scriptsize $\pm$ 0.58,89.44 \scriptsize $\pm$ 0.23,78.51 \scriptsize $\pm$ 0.58,88.71 \scriptsize $\pm$ 0.37,73.78 \scriptsize $\pm$ 0.67,80.51 \scriptsize $\pm$ 1.73,48.88 \scriptsize $\pm$ 1.80,58.06 \scriptsize $\pm$ 1.33,73.57 \scriptsize $\pm$ 0.53,84.88 \scriptsize $\pm$ 0.52,64.70 \scriptsize $\pm$ 0.90,62.39 \scriptsize $\pm$ 0.63,68.85 \scriptsize $\pm$ 0.74,35.35 \scriptsize $\pm$ 1.66,41.04 \scriptsize $\pm$ 1.56,37.46 \scriptsize $\pm$ 1.19,36.64 \scriptsize $\pm$ 1.39,37.11 \scriptsize $\pm$ 2.91,37.86 \scriptsize $\pm$ 1.52,41.13 \scriptsize $\pm$ 1.82,34.59 \scriptsize $\pm$ 0.59,36.33 \scriptsize $\pm$ 1.40,40.99 \scriptsize $\pm$ 1.16,39.56 \scriptsize $\pm$ 1.40,51.28 \scriptsize $\pm$ 1.05,35.00 \scriptsize $\pm$ 2.28,28.80 \scriptsize $\pm$ 0.88,30.44 \scriptsize $\pm$ 1.26,45.86 \scriptsize $\pm$ 2.06,32.41 \scriptsize $\pm$ 2.24,40.20 \scriptsize $\pm$ 1.34,96.00 \scriptsize $\pm$ 0.03,64.08 \scriptsize $\pm$ 0.30,most_uriel_en_5,xtreme_r.udpos,"[42, 66, 17, 23]","[64.29734818685444, 64.33259541941881, 63.6789379476676, 63.9955971222432]",0.00201893927824782,0.01812035021670952,0.001979820066946066
87.45 \scriptsize $\pm$ 1.01,65.66 \scriptsize $\pm$ 1.55,88.02 \scriptsize $\pm$ 0.57,88.00 \scriptsize $\pm$ 0.48,85.18 \scriptsize $\pm$ 0.70,88.38 \scriptsize $\pm$ 0.28,81.87 \scriptsize $\pm$ 2.55,70.40 \scriptsize $\pm$ 3.30,73.70 \scriptsize $\pm$ 0.16,80.28 \scriptsize $\pm$ 0.65,85.13 \scriptsize $\pm$ 0.34,80.75 \scriptsize $\pm$ 1.00,70.57 \scriptsize $\pm$ 0.51,82.71 \scriptsize $\pm$ 0.65,84.85 \scriptsize $\pm$ 0.26,89.36 \scriptsize $\pm$ 0.28,50.34 \scriptsize $\pm$ 0.97,78.29 \scriptsize $\pm$ 1.04,63.30 \scriptsize $\pm$ 0.43,79.80 \scriptsize $\pm$ 2.35,76.18 \scriptsize $\pm$ 1.40,89.88 \scriptsize $\pm$ 0.34,83.51 \scriptsize $\pm$ 0.23,89.49 \scriptsize $\pm$ 0.20,79.37 \scriptsize $\pm$ 0.28,88.81 \scriptsize $\pm$ 0.24,73.46 \scriptsize $\pm$ 0.95,79.16 \scriptsize $\pm$ 2.49,51.42 \scriptsize $\pm$ 2.86,63.33 \scriptsize $\pm$ 3.57,74.17 \scriptsize $\pm$ 1.85,85.24 \scriptsize $\pm$ 0.46,65.19 \scriptsize $\pm$ 1.54,61.83 \scriptsize $\pm$ 0.74,69.93 \scriptsize $\pm$ 0.80,37.47 \scriptsize $\pm$ 1.14,41.24 \scriptsize $\pm$ 1.74,24.70 \scriptsize $\pm$ 1.18,37.27 \scriptsize $\pm$ 2.19,35.65 \scriptsize $\pm$ 1.43,41.14 \scriptsize $\pm$ 3.70,43.89 \scriptsize $\pm$ 3.16,38.01 \scriptsize $\pm$ 6.53,34.87 \scriptsize $\pm$ 1.59,41.11 \scriptsize $\pm$ 0.98,43.34 \scriptsize $\pm$ 4.61,51.63 \scriptsize $\pm$ 1.67,40.69 \scriptsize $\pm$ 4.27,30.67 \scriptsize $\pm$ 1.51,33.74 \scriptsize $\pm$ 0.46,45.24 \scriptsize $\pm$ 2.69,34.31 \scriptsize $\pm$ 0.60,42.21 \scriptsize $\pm$ 2.97,96.02 \scriptsize $\pm$ 0.03,64.78 \scriptsize $\pm$ 0.34,random_langs_with_seed_10,xtreme_r.udpos,"[42, 66, 17, 23]","[64.38540377815588, 64.74530957805217, 65.2159967245855, 64.77855630276966]",0.0007895739000622396,0.41337657010476364,0.018477301567399566
88.07 \scriptsize $\pm$ 1.33,66.02 \scriptsize $\pm$ 0.44,88.21 \scriptsize $\pm$ 0.59,87.88 \scriptsize $\pm$ 0.65,85.03 \scriptsize $\pm$ 0.98,88.63 \scriptsize $\pm$ 0.25,82.61 \scriptsize $\pm$ 1.17,71.27 \scriptsize $\pm$ 2.26,73.77 \scriptsize $\pm$ 1.14,81.13 \scriptsize $\pm$ 0.38,85.76 \scriptsize $\pm$ 0.15,80.95 \scriptsize $\pm$ 0.14,70.77 \scriptsize $\pm$ 1.72,82.84 \scriptsize $\pm$ 0.30,85.18 \scriptsize $\pm$ 0.27,89.52 \scriptsize $\pm$ 0.30,50.20 \scriptsize $\pm$ 0.40,78.89 \scriptsize $\pm$ 0.92,63.40 \scriptsize $\pm$ 0.67,80.20 \scriptsize $\pm$ 1.51,76.76 \scriptsize $\pm$ 0.54,89.90 \scriptsize $\pm$ 0.23,84.04 \scriptsize $\pm$ 0.54,89.62 \scriptsize $\pm$ 0.24,81.05 \scriptsize $\pm$ 1.21,88.84 \scriptsize $\pm$ 0.33,72.75 \scriptsize $\pm$ 2.29,78.71 \scriptsize $\pm$ 1.38,51.73 \scriptsize $\pm$ 1.52,62.86 \scriptsize $\pm$ 4.39,75.91 \scriptsize $\pm$ 1.19,85.41 \scriptsize $\pm$ 0.59,65.29 \scriptsize $\pm$ 2.46,61.90 \scriptsize $\pm$ 0.48,69.26 \scriptsize $\pm$ 0.33,37.33 \scriptsize $\pm$ 1.80,46.61 \scriptsize $\pm$ 6.93,27.37 \scriptsize $\pm$ 4.37,38.61 \scriptsize $\pm$ 4.20,36.72 \scriptsize $\pm$ 1.88,41.88 \scriptsize $\pm$ 4.71,44.26 \scriptsize $\pm$ 5.37,40.93 \scriptsize $\pm$ 5.05,35.78 \scriptsize $\pm$ 1.30,41.28 \scriptsize $\pm$ 1.84,43.40 \scriptsize $\pm$ 4.53,52.27 \scriptsize $\pm$ 2.10,40.79 \scriptsize $\pm$ 3.96,31.05 \scriptsize $\pm$ 4.57,34.04 \scriptsize $\pm$ 1.22,45.47 \scriptsize $\pm$ 2.55,34.46 \scriptsize $\pm$ 1.69,41.72 \scriptsize $\pm$ 2.49,95.98 \scriptsize $\pm$ 0.02,65.27 \scriptsize $\pm$ 0.42,random_langs_with_seed_20,xtreme_r.udpos,"[42, 66, 17, 23]","[65.55167302379901, 64.81889522261226, 65.68131338476122, 65.00918933776634]",0.0040644238388036595,0.6103067830307048,0.04054995445867102
88.26 \scriptsize $\pm$ 0.58,65.13 \scriptsize $\pm$ 0.81,88.51 \scriptsize $\pm$ 0.39,88.11 \scriptsize $\pm$ 0.34,85.13 \scriptsize $\pm$ 1.25,88.38 \scriptsize $\pm$ 0.38,83.23 \scriptsize $\pm$ 0.84,72.56 \scriptsize $\pm$ 0.89,73.61 \scriptsize $\pm$ 0.39,81.71 \scriptsize $\pm$ 0.62,85.41 \scriptsize $\pm$ 0.26,80.10 \scriptsize $\pm$ 1.09,70.83 \scriptsize $\pm$ 3.18,82.35 \scriptsize $\pm$ 0.63,85.13 \scriptsize $\pm$ 0.18,89.55 \scriptsize $\pm$ 0.47,53.39 \scriptsize $\pm$ 2.47,79.07 \scriptsize $\pm$ 0.22,63.17 \scriptsize $\pm$ 0.57,80.69 \scriptsize $\pm$ 0.92,78.24 \scriptsize $\pm$ 0.42,90.02 \scriptsize $\pm$ 0.19,83.95 \scriptsize $\pm$ 0.55,89.41 \scriptsize $\pm$ 0.23,81.07 \scriptsize $\pm$ 0.54,88.85 \scriptsize $\pm$ 0.45,71.91 \scriptsize $\pm$ 1.99,78.92 \scriptsize $\pm$ 1.59,56.35 \scriptsize $\pm$ 4.80,65.62 \scriptsize $\pm$ 3.59,76.15 \scriptsize $\pm$ 0.51,85.39 \scriptsize $\pm$ 0.70,65.22 \scriptsize $\pm$ 2.69,62.88 \scriptsize $\pm$ 0.60,69.58 \scriptsize $\pm$ 0.60,38.37 \scriptsize $\pm$ 4.02,47.85 \scriptsize $\pm$ 2.04,27.43 \scriptsize $\pm$ 4.17,40.97 \scriptsize $\pm$ 3.57,41.19 \scriptsize $\pm$ 7.66,45.25 \scriptsize $\pm$ 2.38,48.04 \scriptsize $\pm$ 3.83,39.65 \scriptsize $\pm$ 1.12,41.58 \scriptsize $\pm$ 4.76,43.28 \scriptsize $\pm$ 3.22,44.65 \scriptsize $\pm$ 1.64,53.08 \scriptsize $\pm$ 1.42,39.02 \scriptsize $\pm$ 2.16,29.70 \scriptsize $\pm$ 2.51,43.18 \scriptsize $\pm$ 6.71,44.09 \scriptsize $\pm$ 2.37,34.78 \scriptsize $\pm$ 2.85,41.31 \scriptsize $\pm$ 2.26,96.01 \scriptsize $\pm$ 0.03,66.06 \scriptsize $\pm$ 0.63,random_langs_with_seed_40,xtreme_r.udpos,"[42, 66, 17, 23]","[65.83639629384196, 65.39427641928677, 66.10864645809579, 66.90420636153434]",0.02936010210965428,0.026141736230259546,0.5124927907417065
86.62 \scriptsize $\pm$ 1.71,66.05 \scriptsize $\pm$ 0.83,87.55 \scriptsize $\pm$ 0.61,88.29 \scriptsize $\pm$ 0.34,85.71 \scriptsize $\pm$ 0.78,88.17 \scriptsize $\pm$ 0.36,80.59 \scriptsize $\pm$ 3.01,69.06 \scriptsize $\pm$ 3.39,73.95 \scriptsize $\pm$ 0.43,79.20 \scriptsize $\pm$ 1.21,84.91 \scriptsize $\pm$ 0.16,80.49 \scriptsize $\pm$ 0.46,68.95 \scriptsize $\pm$ 2.02,82.51 \scriptsize $\pm$ 0.19,84.20 \scriptsize $\pm$ 0.78,88.64 \scriptsize $\pm$ 0.94,49.82 \scriptsize $\pm$ 1.16,77.26 \scriptsize $\pm$ 1.80,63.23 \scriptsize $\pm$ 0.30,78.32 \scriptsize $\pm$ 2.54,75.66 \scriptsize $\pm$ 4.46,89.71 \scriptsize $\pm$ 0.28,83.36 \scriptsize $\pm$ 0.37,89.17 \scriptsize $\pm$ 0.55,78.68 \scriptsize $\pm$ 1.70,88.69 \scriptsize $\pm$ 0.23,72.39 \scriptsize $\pm$ 0.54,76.63 \scriptsize $\pm$ 2.36,50.49 \scriptsize $\pm$ 2.24,59.93 \scriptsize $\pm$ 2.18,72.83 \scriptsize $\pm$ 2.70,85.33 \scriptsize $\pm$ 0.80,64.12 \scriptsize $\pm$ 1.77,61.92 \scriptsize $\pm$ 0.68,69.71 \scriptsize $\pm$ 0.93,33.10 \scriptsize $\pm$ 0.72,37.63 \scriptsize $\pm$ 2.63,20.75 \scriptsize $\pm$ 3.59,36.57 \scriptsize $\pm$ 0.45,33.92 \scriptsize $\pm$ 4.85,37.79 \scriptsize $\pm$ 6.64,39.70 \scriptsize $\pm$ 7.03,33.85 \scriptsize $\pm$ 2.67,34.26 \scriptsize $\pm$ 1.40,39.03 \scriptsize $\pm$ 3.67,41.70 \scriptsize $\pm$ 8.04,50.32 \scriptsize $\pm$ 1.25,38.11 \scriptsize $\pm$ 8.96,27.62 \scriptsize $\pm$ 0.95,32.68 \scriptsize $\pm$ 2.35,45.46 \scriptsize $\pm$ 4.15,32.55 \scriptsize $\pm$ 2.78,41.97 \scriptsize $\pm$ 6.57,95.99 \scriptsize $\pm$ 0.04,63.61 \scriptsize $\pm$ 0.55,random_langs_with_seed_5,xtreme_r.udpos,"[42, 66, 17, 23]","[63.29118273867229, 63.8109641278907, 64.29517958767964, 63.0553559699661]",0.0018961301316985234,0.04854260848007823,0.0039995356952011035
