final_eval_af_accuracy,final_eval_ar_accuracy,final_eval_bg_accuracy,final_eval_de_accuracy,final_eval_el_accuracy,final_eval_es_accuracy,final_eval_et_accuracy,final_eval_eu_accuracy,final_eval_fa_accuracy,final_eval_fi_accuracy,final_eval_fr_accuracy,final_eval_he_accuracy,final_eval_hi_accuracy,final_eval_hu_accuracy,final_eval_id_accuracy,final_eval_it_accuracy,final_eval_ja_accuracy,final_eval_kk_accuracy,final_eval_ko_accuracy,final_eval_lt_accuracy,final_eval_mr_accuracy,final_eval_nl_accuracy,final_eval_pl_accuracy,final_eval_pt_accuracy,final_eval_ro_accuracy,final_eval_ru_accuracy,final_eval_ta_accuracy,final_eval_te_accuracy,final_eval_th_accuracy,final_eval_tl_accuracy,final_eval_tr_accuracy,final_eval_uk_accuracy,final_eval_ur_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_bam_accuracy,final_eval_ewe_accuracy,final_eval_fon_accuracy,final_eval_hau_accuracy,final_eval_ibo_accuracy,final_eval_kin_accuracy,final_eval_lug_accuracy,final_eval_luo_accuracy,final_eval_mos_accuracy,final_eval_nya_accuracy,final_eval_sna_accuracy,final_eval_swa_accuracy,final_eval_tsn_accuracy,final_eval_twi_accuracy,final_eval_wol_accuracy,final_eval_xho_accuracy,final_eval_yor_accuracy,final_eval_zul_accuracy,final_eval_same_accuracy,final_eval_avg_performance,exp,task,seeds,list_final_avg,p_val_xt_afri,p_val_xt_only,p_val_afri_only
89.05 \scriptsize $\pm$ 0.24,75.45 \scriptsize $\pm$ 0.12,89.98 \scriptsize $\pm$ 0.52,88.54 \scriptsize $\pm$ 0.17,89.53 \scriptsize $\pm$ 0.36,90.59 \scriptsize $\pm$ 0.68,89.05 \scriptsize $\pm$ 0.30,77.07 \scriptsize $\pm$ 1.74,77.07 \scriptsize $\pm$ 0.32,87.60 \scriptsize $\pm$ 0.20,87.49 \scriptsize $\pm$ 0.27,84.62 \scriptsize $\pm$ 0.60,74.25 \scriptsize $\pm$ 3.50,86.11 \scriptsize $\pm$ 0.32,86.54 \scriptsize $\pm$ 0.54,91.66 \scriptsize $\pm$ 0.63,53.99 \scriptsize $\pm$ 1.06,82.45 \scriptsize $\pm$ 0.33,65.22 \scriptsize $\pm$ 0.68,86.71 \scriptsize $\pm$ 0.40,85.96 \scriptsize $\pm$ 0.61,90.46 \scriptsize $\pm$ 0.07,86.11 \scriptsize $\pm$ 0.46,91.48 \scriptsize $\pm$ 0.38,86.65 \scriptsize $\pm$ 0.58,90.48 \scriptsize $\pm$ 0.28,77.24 \scriptsize $\pm$ 0.50,86.65 \scriptsize $\pm$ 0.66,69.65 \scriptsize $\pm$ 0.41,72.23 \scriptsize $\pm$ 0.38,78.86 \scriptsize $\pm$ 0.40,87.02 \scriptsize $\pm$ 0.41,69.49 \scriptsize $\pm$ 3.92,66.19 \scriptsize $\pm$ 0.14,73.30 \scriptsize $\pm$ 0.54,35.60 \scriptsize $\pm$ 4.31,33.34 \scriptsize $\pm$ 3.45,15.24 \scriptsize $\pm$ 1.55,50.38 \scriptsize $\pm$ 0.20,29.51 \scriptsize $\pm$ 4.98,34.37 \scriptsize $\pm$ 2.04,32.57 \scriptsize $\pm$ 1.73,28.83 \scriptsize $\pm$ 2.92,34.29 \scriptsize $\pm$ 3.47,31.55 \scriptsize $\pm$ 2.52,34.77 \scriptsize $\pm$ 2.23,58.74 \scriptsize $\pm$ 0.70,28.31 \scriptsize $\pm$ 2.44,21.58 \scriptsize $\pm$ 3.24,26.64 \scriptsize $\pm$ 3.69,41.20 \scriptsize $\pm$ 1.54,22.25 \scriptsize $\pm$ 5.02,42.96 \scriptsize $\pm$ 2.35,96.19 \scriptsize $\pm$ 0.03,65.98 \scriptsize $\pm$ 0.73,baseline,xtreme_r.udpos,"[42, 66, 17, 23]","[65.02192422444435, 65.80673527451266, 66.50030724079244, 66.59776153790845]",0.0028586684133281312,0.02380789975574026,0.0021784047801307826
89.33 \scriptsize $\pm$ 0.22,76.46 \scriptsize $\pm$ 0.53,89.90 \scriptsize $\pm$ 0.33,89.09 \scriptsize $\pm$ 0.18,88.83 \scriptsize $\pm$ 0.55,89.33 \scriptsize $\pm$ 0.36,88.58 \scriptsize $\pm$ 0.53,76.93 \scriptsize $\pm$ 0.54,76.10 \scriptsize $\pm$ 0.43,87.39 \scriptsize $\pm$ 0.52,87.23 \scriptsize $\pm$ 0.36,84.46 \scriptsize $\pm$ 0.72,72.07 \scriptsize $\pm$ 1.37,85.47 \scriptsize $\pm$ 0.59,86.56 \scriptsize $\pm$ 0.03,90.78 \scriptsize $\pm$ 0.29,53.58 \scriptsize $\pm$ 0.40,82.56 \scriptsize $\pm$ 0.08,64.91 \scriptsize $\pm$ 0.16,86.94 \scriptsize $\pm$ 0.25,84.85 \scriptsize $\pm$ 1.41,90.44 \scriptsize $\pm$ 0.14,85.96 \scriptsize $\pm$ 0.59,90.80 \scriptsize $\pm$ 0.17,86.09 \scriptsize $\pm$ 0.27,90.68 \scriptsize $\pm$ 0.09,78.14 \scriptsize $\pm$ 0.25,86.89 \scriptsize $\pm$ 0.29,68.53 \scriptsize $\pm$ 0.16,71.18 \scriptsize $\pm$ 0.36,78.52 \scriptsize $\pm$ 0.11,87.57 \scriptsize $\pm$ 0.28,66.53 \scriptsize $\pm$ 0.68,65.21 \scriptsize $\pm$ 0.12,74.88 \scriptsize $\pm$ 1.40,41.99 \scriptsize $\pm$ 6.07,40.60 \scriptsize $\pm$ 2.73,26.99 \scriptsize $\pm$ 2.68,50.28 \scriptsize $\pm$ 0.25,33.46 \scriptsize $\pm$ 3.93,38.69 \scriptsize $\pm$ 2.72,36.58 \scriptsize $\pm$ 3.28,31.90 \scriptsize $\pm$ 2.32,38.12 \scriptsize $\pm$ 3.55,37.08 \scriptsize $\pm$ 1.82,36.39 \scriptsize $\pm$ 2.63,58.73 \scriptsize $\pm$ 0.32,32.88 \scriptsize $\pm$ 1.83,29.58 \scriptsize $\pm$ 1.15,32.44 \scriptsize $\pm$ 1.39,43.38 \scriptsize $\pm$ 0.82,24.07 \scriptsize $\pm$ 0.85,43.31 \scriptsize $\pm$ 1.14,96.16 \scriptsize $\pm$ 0.04,67.14 \scriptsize $\pm$ 0.64,least_family_en_10,xtreme_r.udpos,"[42, 66, 17, 23]","[67.7466694693566, 66.35387312573688, 66.87651181777824, 67.57187327359478]",0.007621497861277521,0.6058359828367876,0.004352020969318019
89.27 \scriptsize $\pm$ 0.14,75.89 \scriptsize $\pm$ 0.96,89.81 \scriptsize $\pm$ 0.19,89.00 \scriptsize $\pm$ 0.18,89.12 \scriptsize $\pm$ 0.26,89.16 \scriptsize $\pm$ 0.26,88.78 \scriptsize $\pm$ 0.33,77.46 \scriptsize $\pm$ 0.57,75.81 \scriptsize $\pm$ 0.44,87.32 \scriptsize $\pm$ 0.59,87.03 \scriptsize $\pm$ 0.08,84.26 \scriptsize $\pm$ 0.34,72.02 \scriptsize $\pm$ 0.63,85.27 \scriptsize $\pm$ 0.42,86.60 \scriptsize $\pm$ 0.14,91.01 \scriptsize $\pm$ 0.20,54.41 \scriptsize $\pm$ 1.25,82.50 \scriptsize $\pm$ 0.31,64.83 \scriptsize $\pm$ 0.25,87.01 \scriptsize $\pm$ 0.25,84.34 \scriptsize $\pm$ 0.97,90.43 \scriptsize $\pm$ 0.16,85.36 \scriptsize $\pm$ 0.48,90.67 \scriptsize $\pm$ 0.15,86.04 \scriptsize $\pm$ 0.29,90.63 \scriptsize $\pm$ 0.22,78.48 \scriptsize $\pm$ 0.61,87.24 \scriptsize $\pm$ 0.63,68.52 \scriptsize $\pm$ 0.22,71.61 \scriptsize $\pm$ 0.49,78.75 \scriptsize $\pm$ 0.30,87.47 \scriptsize $\pm$ 0.24,67.35 \scriptsize $\pm$ 0.82,65.46 \scriptsize $\pm$ 0.21,73.98 \scriptsize $\pm$ 0.57,41.76 \scriptsize $\pm$ 1.77,40.89 \scriptsize $\pm$ 1.22,26.76 \scriptsize $\pm$ 1.92,50.47 \scriptsize $\pm$ 0.26,34.55 \scriptsize $\pm$ 2.99,37.63 \scriptsize $\pm$ 1.56,35.20 \scriptsize $\pm$ 0.78,31.90 \scriptsize $\pm$ 1.27,39.15 \scriptsize $\pm$ 1.48,36.54 \scriptsize $\pm$ 1.14,36.04 \scriptsize $\pm$ 1.39,59.04 \scriptsize $\pm$ 0.64,32.08 \scriptsize $\pm$ 1.11,28.38 \scriptsize $\pm$ 0.84,33.69 \scriptsize $\pm$ 1.29,43.45 \scriptsize $\pm$ 0.53,26.49 \scriptsize $\pm$ 3.31,43.11 \scriptsize $\pm$ 0.85,96.14 \scriptsize $\pm$ 0.02,67.15 \scriptsize $\pm$ 0.33,least_family_en_20,xtreme_r.udpos,"[42, 66, 17, 23]","[67.63176988228344, 67.0769253041278, 66.87914823866896, 67.01685487060594]",0.002672598766446199,0.6871922998581605,0.0005442412401539392
89.43 \scriptsize $\pm$ 0.25,75.99 \scriptsize $\pm$ 0.56,89.74 \scriptsize $\pm$ 0.13,89.05 \scriptsize $\pm$ 0.13,88.87 \scriptsize $\pm$ 0.41,89.20 \scriptsize $\pm$ 0.09,88.30 \scriptsize $\pm$ 0.38,76.25 \scriptsize $\pm$ 0.83,75.76 \scriptsize $\pm$ 0.54,87.11 \scriptsize $\pm$ 0.24,86.92 \scriptsize $\pm$ 0.46,84.19 \scriptsize $\pm$ 0.46,70.24 \scriptsize $\pm$ 1.57,85.44 \scriptsize $\pm$ 0.24,86.39 \scriptsize $\pm$ 0.22,90.76 \scriptsize $\pm$ 0.25,52.40 \scriptsize $\pm$ 1.09,81.85 \scriptsize $\pm$ 0.43,64.92 \scriptsize $\pm$ 0.37,86.91 \scriptsize $\pm$ 0.17,83.90 \scriptsize $\pm$ 0.88,90.33 \scriptsize $\pm$ 0.12,85.48 \scriptsize $\pm$ 0.28,90.68 \scriptsize $\pm$ 0.18,85.47 \scriptsize $\pm$ 0.17,90.75 \scriptsize $\pm$ 0.16,77.93 \scriptsize $\pm$ 0.64,87.07 \scriptsize $\pm$ 0.21,68.66 \scriptsize $\pm$ 0.17,71.08 \scriptsize $\pm$ 0.39,78.15 \scriptsize $\pm$ 0.24,87.57 \scriptsize $\pm$ 0.38,65.43 \scriptsize $\pm$ 1.16,65.10 \scriptsize $\pm$ 0.24,74.45 \scriptsize $\pm$ 1.05,38.60 \scriptsize $\pm$ 4.77,38.26 \scriptsize $\pm$ 4.35,17.98 \scriptsize $\pm$ 4.50,49.78 \scriptsize $\pm$ 0.42,35.14 \scriptsize $\pm$ 0.86,35.33 \scriptsize $\pm$ 4.24,34.42 \scriptsize $\pm$ 5.43,30.19 \scriptsize $\pm$ 2.78,39.78 \scriptsize $\pm$ 3.20,33.77 \scriptsize $\pm$ 5.64,34.50 \scriptsize $\pm$ 5.02,58.66 \scriptsize $\pm$ 0.66,30.45 \scriptsize $\pm$ 3.13,24.43 \scriptsize $\pm$ 4.93,29.52 \scriptsize $\pm$ 4.55,44.79 \scriptsize $\pm$ 1.78,26.36 \scriptsize $\pm$ 1.79,45.03 \scriptsize $\pm$ 1.83,96.16 \scriptsize $\pm$ 0.04,66.39 \scriptsize $\pm$ 0.94,least_family_en_5,xtreme_r.udpos,"[42, 66, 17, 23]","[65.04358939478259, 66.70901748891268, 66.57061746275676, 67.22779448826311]",0.007175984650311025,0.16727936549470823,0.006274482974260384
89.11 \scriptsize $\pm$ 0.21,76.40 \scriptsize $\pm$ 1.21,89.90 \scriptsize $\pm$ 0.15,89.05 \scriptsize $\pm$ 0.17,89.39 \scriptsize $\pm$ 0.24,89.28 \scriptsize $\pm$ 0.35,89.15 \scriptsize $\pm$ 0.43,76.83 \scriptsize $\pm$ 0.69,75.92 \scriptsize $\pm$ 0.31,87.62 \scriptsize $\pm$ 0.29,87.38 \scriptsize $\pm$ 0.38,84.30 \scriptsize $\pm$ 0.45,71.38 \scriptsize $\pm$ 0.94,85.59 \scriptsize $\pm$ 0.54,86.32 \scriptsize $\pm$ 0.19,91.01 \scriptsize $\pm$ 0.33,53.25 \scriptsize $\pm$ 0.43,82.64 \scriptsize $\pm$ 0.32,64.87 \scriptsize $\pm$ 0.27,87.25 \scriptsize $\pm$ 0.06,84.93 \scriptsize $\pm$ 1.11,90.41 \scriptsize $\pm$ 0.06,85.71 \scriptsize $\pm$ 0.37,90.79 \scriptsize $\pm$ 0.21,86.02 \scriptsize $\pm$ 0.40,90.77 \scriptsize $\pm$ 0.21,78.12 \scriptsize $\pm$ 0.49,87.00 \scriptsize $\pm$ 0.31,68.59 \scriptsize $\pm$ 0.20,71.29 \scriptsize $\pm$ 0.42,78.64 \scriptsize $\pm$ 0.25,87.52 \scriptsize $\pm$ 0.37,66.60 \scriptsize $\pm$ 0.26,65.32 \scriptsize $\pm$ 0.31,74.85 \scriptsize $\pm$ 1.43,36.12 \scriptsize $\pm$ 6.86,33.13 \scriptsize $\pm$ 5.75,16.82 \scriptsize $\pm$ 5.18,50.46 \scriptsize $\pm$ 0.43,27.72 \scriptsize $\pm$ 6.45,36.47 \scriptsize $\pm$ 4.13,33.87 \scriptsize $\pm$ 3.38,28.70 \scriptsize $\pm$ 3.72,33.82 \scriptsize $\pm$ 6.72,31.32 \scriptsize $\pm$ 5.30,34.13 \scriptsize $\pm$ 3.10,58.72 \scriptsize $\pm$ 0.57,29.84 \scriptsize $\pm$ 2.80,21.86 \scriptsize $\pm$ 4.91,27.02 \scriptsize $\pm$ 5.66,42.83 \scriptsize $\pm$ 1.93,18.75 \scriptsize $\pm$ 5.10,43.38 \scriptsize $\pm$ 1.74,96.13 \scriptsize $\pm$ 0.03,65.82 \scriptsize $\pm$ 1.30,least_same_script_10,xtreme_r.udpos,"[42, 66, 17, 23]","[64.78587613703522, 64.74563479497655, 66.33198024303914, 67.41696634748567]",0.011535067088543583,0.048850444447941455,0.009667907316367972
89.24 \scriptsize $\pm$ 0.21,77.65 \scriptsize $\pm$ 0.56,89.88 \scriptsize $\pm$ 0.29,88.48 \scriptsize $\pm$ 0.37,89.10 \scriptsize $\pm$ 0.41,89.26 \scriptsize $\pm$ 0.15,88.73 \scriptsize $\pm$ 0.21,78.11 \scriptsize $\pm$ 1.19,75.87 \scriptsize $\pm$ 0.58,87.35 \scriptsize $\pm$ 0.26,87.23 \scriptsize $\pm$ 0.08,84.36 \scriptsize $\pm$ 0.59,72.40 \scriptsize $\pm$ 1.43,85.55 \scriptsize $\pm$ 0.37,86.17 \scriptsize $\pm$ 0.22,90.71 \scriptsize $\pm$ 0.26,54.78 \scriptsize $\pm$ 1.87,82.98 \scriptsize $\pm$ 0.37,64.94 \scriptsize $\pm$ 0.50,87.09 \scriptsize $\pm$ 0.14,85.22 \scriptsize $\pm$ 0.61,90.28 \scriptsize $\pm$ 0.21,85.95 \scriptsize $\pm$ 0.17,90.87 \scriptsize $\pm$ 0.06,85.56 \scriptsize $\pm$ 0.23,90.61 \scriptsize $\pm$ 0.32,78.04 \scriptsize $\pm$ 0.51,86.51 \scriptsize $\pm$ 0.46,68.03 \scriptsize $\pm$ 0.82,71.85 \scriptsize $\pm$ 0.74,78.63 \scriptsize $\pm$ 0.27,87.37 \scriptsize $\pm$ 0.65,67.49 \scriptsize $\pm$ 0.84,65.05 \scriptsize $\pm$ 0.37,73.67 \scriptsize $\pm$ 0.75,39.48 \scriptsize $\pm$ 1.93,50.27 \scriptsize $\pm$ 0.81,34.06 \scriptsize $\pm$ 1.26,50.06 \scriptsize $\pm$ 0.28,35.26 \scriptsize $\pm$ 2.87,48.63 \scriptsize $\pm$ 1.84,50.65 \scriptsize $\pm$ 0.95,35.27 \scriptsize $\pm$ 1.36,39.69 \scriptsize $\pm$ 2.43,42.15 \scriptsize $\pm$ 1.75,45.83 \scriptsize $\pm$ 1.20,59.30 \scriptsize $\pm$ 0.11,35.66 \scriptsize $\pm$ 0.45,33.30 \scriptsize $\pm$ 0.18,35.07 \scriptsize $\pm$ 1.80,43.27 \scriptsize $\pm$ 1.07,35.21 \scriptsize $\pm$ 1.48,43.08 \scriptsize $\pm$ 1.06,96.12 \scriptsize $\pm$ 0.05,68.65 \scriptsize $\pm$ 0.29,least_same_script_20,xtreme_r.udpos,"[42, 66, 17, 23]","[68.29699728297176, 68.54023520145914, 68.83295360694729, 68.94926902488987]",0.04935113586645787,0.010613982926333813,0.00713076775645344
88.86 \scriptsize $\pm$ 0.30,76.38 \scriptsize $\pm$ 1.01,89.65 \scriptsize $\pm$ 0.25,89.02 \scriptsize $\pm$ 0.35,88.78 \scriptsize $\pm$ 0.31,89.08 \scriptsize $\pm$ 0.35,88.29 \scriptsize $\pm$ 0.45,76.25 \scriptsize $\pm$ 0.79,75.87 \scriptsize $\pm$ 0.72,87.18 \scriptsize $\pm$ 0.31,87.33 \scriptsize $\pm$ 0.62,84.01 \scriptsize $\pm$ 0.71,70.81 \scriptsize $\pm$ 0.36,85.59 \scriptsize $\pm$ 0.34,86.49 \scriptsize $\pm$ 0.22,90.66 \scriptsize $\pm$ 0.34,53.45 \scriptsize $\pm$ 1.26,82.26 \scriptsize $\pm$ 0.46,64.87 \scriptsize $\pm$ 0.32,87.04 \scriptsize $\pm$ 0.17,84.63 \scriptsize $\pm$ 1.00,90.40 \scriptsize $\pm$ 0.16,85.64 \scriptsize $\pm$ 0.17,90.68 \scriptsize $\pm$ 0.34,85.76 \scriptsize $\pm$ 0.31,90.56 \scriptsize $\pm$ 0.09,77.95 \scriptsize $\pm$ 0.90,86.65 \scriptsize $\pm$ 0.35,68.23 \scriptsize $\pm$ 0.45,70.29 \scriptsize $\pm$ 0.48,78.27 \scriptsize $\pm$ 0.36,87.49 \scriptsize $\pm$ 0.56,66.06 \scriptsize $\pm$ 0.87,65.15 \scriptsize $\pm$ 0.30,75.29 \scriptsize $\pm$ 1.46,36.69 \scriptsize $\pm$ 4.18,32.30 \scriptsize $\pm$ 4.25,17.23 \scriptsize $\pm$ 4.02,50.11 \scriptsize $\pm$ 0.37,28.24 \scriptsize $\pm$ 6.19,33.30 \scriptsize $\pm$ 4.57,31.32 \scriptsize $\pm$ 4.24,27.41 \scriptsize $\pm$ 4.13,34.29 \scriptsize $\pm$ 5.00,29.85 \scriptsize $\pm$ 5.69,32.05 \scriptsize $\pm$ 4.93,58.72 \scriptsize $\pm$ 0.68,27.53 \scriptsize $\pm$ 3.94,23.26 \scriptsize $\pm$ 4.48,25.16 \scriptsize $\pm$ 5.21,42.90 \scriptsize $\pm$ 1.30,21.69 \scriptsize $\pm$ 4.98,43.51 \scriptsize $\pm$ 1.27,96.16 \scriptsize $\pm$ 0.03,65.49 \scriptsize $\pm$ 1.16,least_same_script_5,xtreme_r.udpos,"[42, 66, 17, 23]","[63.80191993251793, 65.675245115538, 66.20720207056048, 66.29114894632727]",0.007272913057461818,0.04599760529881485,0.0053248549562138064
88.88 \scriptsize $\pm$ 0.07,76.20 \scriptsize $\pm$ 0.70,90.11 \scriptsize $\pm$ 0.35,89.10 \scriptsize $\pm$ 0.17,88.93 \scriptsize $\pm$ 0.44,89.37 \scriptsize $\pm$ 0.33,88.62 \scriptsize $\pm$ 0.15,76.18 \scriptsize $\pm$ 0.38,75.85 \scriptsize $\pm$ 0.19,87.41 \scriptsize $\pm$ 0.24,87.30 \scriptsize $\pm$ 0.29,83.34 \scriptsize $\pm$ 1.37,71.92 \scriptsize $\pm$ 1.15,85.53 \scriptsize $\pm$ 0.23,86.51 \scriptsize $\pm$ 0.14,90.75 \scriptsize $\pm$ 0.25,53.25 \scriptsize $\pm$ 0.55,82.25 \scriptsize $\pm$ 0.24,64.74 \scriptsize $\pm$ 0.17,86.96 \scriptsize $\pm$ 0.07,84.71 \scriptsize $\pm$ 0.96,90.41 \scriptsize $\pm$ 0.10,85.76 \scriptsize $\pm$ 0.45,90.74 \scriptsize $\pm$ 0.33,86.01 \scriptsize $\pm$ 0.35,90.59 \scriptsize $\pm$ 0.13,77.69 \scriptsize $\pm$ 0.53,86.86 \scriptsize $\pm$ 0.66,68.26 \scriptsize $\pm$ 0.29,70.73 \scriptsize $\pm$ 0.29,78.41 \scriptsize $\pm$ 0.20,87.57 \scriptsize $\pm$ 0.31,66.53 \scriptsize $\pm$ 0.76,65.35 \scriptsize $\pm$ 0.21,74.40 \scriptsize $\pm$ 1.09,39.32 \scriptsize $\pm$ 8.21,35.32 \scriptsize $\pm$ 2.78,21.07 \scriptsize $\pm$ 3.20,49.99 \scriptsize $\pm$ 0.48,26.88 \scriptsize $\pm$ 2.00,36.36 \scriptsize $\pm$ 2.16,33.80 \scriptsize $\pm$ 2.49,29.18 \scriptsize $\pm$ 2.32,34.58 \scriptsize $\pm$ 4.22,34.04 \scriptsize $\pm$ 2.74,33.36 \scriptsize $\pm$ 2.33,58.97 \scriptsize $\pm$ 0.92,29.56 \scriptsize $\pm$ 2.38,24.36 \scriptsize $\pm$ 2.32,27.78 \scriptsize $\pm$ 2.63,42.38 \scriptsize $\pm$ 1.49,20.48 \scriptsize $\pm$ 2.36,42.88 \scriptsize $\pm$ 1.00,96.16 \scriptsize $\pm$ 0.06,65.99 \scriptsize $\pm$ 0.80,least_uriel_en_10,xtreme_r.udpos,"[42, 66, 17, 23]","[65.43700746572011, 65.80955808953271, 65.55968079489064, 67.1687283766536]",0.0016900265795860665,0.056663895874697834,0.00362687992247967
89.05 \scriptsize $\pm$ 0.10,76.42 \scriptsize $\pm$ 0.21,89.90 \scriptsize $\pm$ 0.14,89.14 \scriptsize $\pm$ 0.27,89.13 \scriptsize $\pm$ 0.36,89.37 \scriptsize $\pm$ 0.15,88.82 \scriptsize $\pm$ 0.38,77.53 \scriptsize $\pm$ 0.93,75.66 \scriptsize $\pm$ 0.09,87.33 \scriptsize $\pm$ 0.38,87.20 \scriptsize $\pm$ 0.10,84.12 \scriptsize $\pm$ 0.76,72.37 \scriptsize $\pm$ 1.38,85.39 \scriptsize $\pm$ 0.55,86.23 \scriptsize $\pm$ 0.12,90.95 \scriptsize $\pm$ 0.27,54.58 \scriptsize $\pm$ 1.04,82.42 \scriptsize $\pm$ 0.28,64.97 \scriptsize $\pm$ 0.26,87.07 \scriptsize $\pm$ 0.17,83.16 \scriptsize $\pm$ 0.44,90.32 \scriptsize $\pm$ 0.03,85.86 \scriptsize $\pm$ 0.64,90.75 \scriptsize $\pm$ 0.22,86.14 \scriptsize $\pm$ 0.32,90.67 \scriptsize $\pm$ 0.14,78.36 \scriptsize $\pm$ 0.69,87.07 \scriptsize $\pm$ 0.36,68.62 \scriptsize $\pm$ 0.13,71.98 \scriptsize $\pm$ 0.69,78.75 \scriptsize $\pm$ 0.10,87.53 \scriptsize $\pm$ 0.23,67.21 \scriptsize $\pm$ 0.54,65.20 \scriptsize $\pm$ 0.32,73.92 \scriptsize $\pm$ 1.21,43.27 \scriptsize $\pm$ 1.68,40.97 \scriptsize $\pm$ 1.49,25.26 \scriptsize $\pm$ 1.29,50.68 \scriptsize $\pm$ 0.24,31.99 \scriptsize $\pm$ 2.46,37.91 \scriptsize $\pm$ 2.16,35.82 \scriptsize $\pm$ 0.84,31.06 \scriptsize $\pm$ 0.75,39.51 \scriptsize $\pm$ 0.85,35.64 \scriptsize $\pm$ 1.03,36.02 \scriptsize $\pm$ 0.70,59.00 \scriptsize $\pm$ 0.57,32.20 \scriptsize $\pm$ 1.16,28.50 \scriptsize $\pm$ 1.00,33.19 \scriptsize $\pm$ 1.05,43.36 \scriptsize $\pm$ 0.81,26.36 \scriptsize $\pm$ 2.20,43.24 \scriptsize $\pm$ 1.34,96.11 \scriptsize $\pm$ 0.03,67.10 \scriptsize $\pm$ 0.25,least_uriel_en_20,xtreme_r.udpos,"[42, 66, 17, 23]","[67.31252046221003, 66.87620876089326, 66.8797713531999, 67.32296335128866]",0.0004222967928640843,0.5043814001609535,0.0005898719820142492
89.05 \scriptsize $\pm$ 0.07,75.75 \scriptsize $\pm$ 0.50,89.39 \scriptsize $\pm$ 0.37,88.37 \scriptsize $\pm$ 0.44,88.73 \scriptsize $\pm$ 0.36,89.26 \scriptsize $\pm$ 0.27,88.67 \scriptsize $\pm$ 0.50,78.09 \scriptsize $\pm$ 0.82,74.81 \scriptsize $\pm$ 0.37,87.19 \scriptsize $\pm$ 0.64,86.98 \scriptsize $\pm$ 0.19,83.55 \scriptsize $\pm$ 0.66,72.48 \scriptsize $\pm$ 0.94,85.15 \scriptsize $\pm$ 0.70,86.49 \scriptsize $\pm$ 0.25,90.68 \scriptsize $\pm$ 0.31,55.02 \scriptsize $\pm$ 2.90,83.02 \scriptsize $\pm$ 0.36,64.52 \scriptsize $\pm$ 0.47,86.63 \scriptsize $\pm$ 0.19,84.34 \scriptsize $\pm$ 1.16,90.30 \scriptsize $\pm$ 0.14,85.01 \scriptsize $\pm$ 0.39,90.81 \scriptsize $\pm$ 0.27,85.55 \scriptsize $\pm$ 0.31,90.26 \scriptsize $\pm$ 0.30,78.10 \scriptsize $\pm$ 0.59,87.03 \scriptsize $\pm$ 1.18,68.29 \scriptsize $\pm$ 0.45,72.68 \scriptsize $\pm$ 0.76,78.97 \scriptsize $\pm$ 0.15,86.61 \scriptsize $\pm$ 0.43,68.17 \scriptsize $\pm$ 1.96,65.45 \scriptsize $\pm$ 0.29,74.24 \scriptsize $\pm$ 1.45,51.69 \scriptsize $\pm$ 1.55,44.91 \scriptsize $\pm$ 1.37,31.38 \scriptsize $\pm$ 0.84,51.35 \scriptsize $\pm$ 0.20,33.92 \scriptsize $\pm$ 1.56,40.33 \scriptsize $\pm$ 1.61,37.60 \scriptsize $\pm$ 0.69,37.51 \scriptsize $\pm$ 2.14,46.96 \scriptsize $\pm$ 1.28,37.16 \scriptsize $\pm$ 1.74,39.24 \scriptsize $\pm$ 1.27,59.11 \scriptsize $\pm$ 0.73,33.60 \scriptsize $\pm$ 1.03,29.51 \scriptsize $\pm$ 1.60,41.76 \scriptsize $\pm$ 0.84,42.37 \scriptsize $\pm$ 0.77,30.78 \scriptsize $\pm$ 1.14,42.56 \scriptsize $\pm$ 0.60,96.11 \scriptsize $\pm$ 0.04,68.10 \scriptsize $\pm$ 0.36,least_uriel_en_40,xtreme_r.udpos,"[42, 66, 17, 23]","[67.81839580561262, 67.77996274513224, 68.31829986944003, 68.49139599335105]",0.00998123688347434,0.020980393163047114,0.003823559822589599
